NAME,ADDRESS,CITY,STATE,ZIP,TYPE,LATITUDE,LONGITUDE,WEBSITE,TTL_STAFF,BEDS,TRAUMA,HELIPAD,IP Address,No of Access Points connected,Patients,Suggestive_Factor,Recommended
CLAIBORNE COUNTY HOSPITAL,123 MCCOMB AVENUE,PORT GIBSON,MS,39150,GENERAL ACUTE CARE,31.9463108350001,-90.984710943,http://www.claibornecountymedicalcenter.org/,55,32,0.42266088821129800,0,237.254.243.57,85,65,0.41961446777428800,No
DELTA REGIONAL MEDICAL CENTER - WEST CAMPUS,300 SOUTH WASHINGTON AVENUE,GREENVILLE,MS,38701,GENERAL ACUTE CARE,33.403487049,-91.05056502,http://www.deltaregional.com,65,97,0.5896712573022900,1,125.99.138.202,72,52,1.9607010132665300,Yes
GEORGE REGIONAL HOSPITAL,859 WINTER STREET,LUCEDALE,MS,39452,GENERAL ACUTE CARE,30.9219244660001,-88.593938371,http://www.georgeregional.com,50,48,0.9494101543251570,1,118.59.191.200,128,108,1.0775857355987900,Yes
HOLMES COUNTY HOSPITAL & CLINICS,239 BOWLING GREEN ROAD,LEXINGTON,MS,39095,CRITICAL ACCESS,33.1116895540001,-90.030731311,http://holmescountymississippi.com/holmeswebhelthcare.html,88,25,0.9550378634234600,1,219.5.139.165,104,84,1.1334146233217100,Yes
JEFFERSON DAVIS COMMUNITY HOSPITAL,1102 ROSE STREET,PRENTISS,MS,39474,CRITICAL ACCESS,31.594638194,-89.872264903,http://www.jdchospital.com,83,35,0.645411251085275,1,22.159.163.9,141,121,0.921913329934414,No
JOHN C STENNIS MEMORIAL HOSPITAL,14365 HIGHWAY 16 WEST,DEKALB,MS,39328,CRITICAL ACCESS,32.7778222860001,-88.679621971,http://www.johncstennismemorialhospital.com/jcsmh/,46,25,0.1420572294915430,1,37.198.177.213,26,6,16.543250836968000,Yes
KILMICHAEL HOSPITAL,301 LAMAR STREET,KILMICHAEL,MS,39747,GENERAL ACUTE CARE,33.4413818720001,-89.5728178859999,NOT AVAILABLE,144,19,0.6485181558771850,0,165.83.88.2,74,54,0.7933948804077280,No
KING'S DAUGHTERS MEDICAL CENTER,427 HIGHWAY 51 NORTH,BROOKHAVEN,MS,39601,GENERAL ACUTE CARE,31.5891630880001,-90.457817963,http://www.kdmc.org,147,99,0.04379498683963620,1,187.37.194.60,153,133,0.9332548341400400,No
LAIRD HOSPITAL,25117 HIGHWAY 15,UNION,MS,39365,CRITICAL ACCESS,32.5758748550001,-89.103760334,http://www.lairdhospital.com/lh/,117,25,0.7129559366060320,1,218.133.223.168,195,175,0.9042330703438320,No
MAGEE GENERAL HOSPITAL,300 S. E. THIRD AVENUE,MAGEE,MS,39111,GENERAL ACUTE CARE,31.871180167,-89.729021857,http://www.mghosp.org,75,64,0.06224754881095960,0,171.157.212.127,156,136,0.16088155987260800,No
MERIT HEALTH CENTRAL,1850 CHADWICK DRIVE,JACKSON,MS,39204,GENERAL ACUTE CARE,32.287768532,-90.25451918,http://www.merithealthcentral.com/,79,319,0.02251727898943100,1,153.124.36.162,134,114,1.4808261987437200,Yes
MERIT HEALTH NATCHEZ,54 SEARGENT PRENTISS DRIVE,NATCHEZ,MS,39121,GENERAL ACUTE CARE,31.527489847,-91.3917923019999,http://www.merithealthnatchez.com/,79,179,0.14176423572866300,1,232.50.95.244,117,97,1.3223434846408200,Yes
MERIT HEALTH RIVER OAKS,1030 RIVER OAKS DRIVE,FLOWOOD,MS,39296,GENERAL ACUTE CARE,32.325337457,-90.1054108989999,http://www.merithealthriveroaks.com/,129,160,0.1780141729089420,1,215.246.196.27,148,128,1.2188898989544700,Yes
MERIT HEALTH RIVER REGION,2100 HIGHWAY 61 NORTH,VICKSBURG,MS,39183,GENERAL ACUTE CARE,32.374372759,-90.824527328,http://www.merithealthriverregion.com/merit-health-river-region/home.aspx,128,361,0.44369833596325100,0,202.24.38.186,186,166,1.0602872576898600,Yes
MERIT HEALTH WOMEN'S HOSPITAL,1026 NORTH FLOWOOD DRIVE,FLOWOOD,MS,39232,WOMEN,32.3296511880001,-90.101334176,http://www.merithealthwomanshospital.com/,119,109,0.16493045032735200,0,250.9.238.241,37,17,22.523641695751900,Yes
METHODIST HEALTH CARE - OLIVE BRANCH HOSPITAL,4250 BETHEL ROAD,OLIVE BRANCH,MS,38654,GENERAL ACUTE CARE,34.92264456,-89.792027019,http://www.methodisthealth.org/locations/methodist-olive-branch-hospital/,109,67,0.07142104340576190,1,247.151.34.24,25,5,146.59571052170300,Yes
HARPER HOSPITAL DISTRICT NO 5,700 WEST 13TH,HARPER,KS,67058,CRITICAL ACCESS,37.283989122,-98.032926244,http://www.hhd5.com,82,25,0.8646166820036150,0,40.250.112.149,75,55,0.7711513162084190,No
MS BAPTIST MEDICAL CENTER,1225 NORTH STATE STREET,JACKSON,MS,39202,GENERAL ACUTE CARE,32.314756398,-90.179445589,http://www.mbhs.org,129,638,0.18754620777161900,0,172.48.201.76,120,100,4.208873103885810,Yes
MS METHODIST REHABILITATION CENTER,1350 EAST WOODROW WILSON DRIVE,JACKSON,MS,39216,REHABILITATION,32.3283532090001,-90.172238391,http://www.methodistrehab.org,45,124,0.8062675723690010,1,103.36.143.108,157,137,1.0517831548242800,Yes
NESHOBA COUNTY GENERAL HOSPITAL,1001 HOLLAND AVENUE,PHILADELPHIA,MS,39350,GENERAL ACUTE CARE,32.7569607070001,-89.106260962,http://www.neshobageneral.com,140,48,0.11444187558434900,0,74.203.81.29,199,179,0.16208657868977500,No
NORTH MISSISSIPPI HEALTH GILMORE MEMORIAL,1105 EARL FRYE BOULEVARD,AMORY,MS,38821,GENERAL ACUTE CARE,33.9777292530001,-88.476604472,http://www.merithealthgilmore.com/,119,95,0.9090009814050730,1,23.241.57.173,26,6,157.96838937959100,Yes
NORTH MS MEDICAL CENTER,830 SOUTH GLOSTER,TUPELO,MS,38801,GENERAL ACUTE CARE,34.2419593390001,-88.716448112,http://www.nmhs.net,120,650,0.2612556427088380,0,246.105.17.219,116,96,4.362398654687750,Yes
NORTH MS STATE HOSPITAL,1937 BRIAR RIDGE ROAD,TUPELO,MS,38804,PSYCHIATRIC,34.2376065660001,-88.671827508,http://www.nmsh.state.ms.us,68,50,0.7985012714527050,0,167.118.133.100,135,115,0.527795059166806,No
NORTH OAK REGIONAL MEDICAL CENTER,401 GETWELL DRIVE,SENATOBIA,MS,38668,GENERAL ACUTE CARE,34.624619728,-89.95627268,http://www.normc.org,137,76,0.6555409059914980,0,185.96.88.144,79,59,1.8233177095312300,Yes
NORTH SUNFLOWER MEDICAL CENTER,840 NORTH OAK AVENUE,RULEVILLE,MS,38771,GENERAL ACUTE CARE,33.734435401,-90.545454551,http://www.northsunflower.com,43,35,0.06184992068399490,0,104.166.239.200,21,1,752.530924960342,Yes
NORTHWEST MISSISSIPPI REGIONAL MEDICAL CENTER,1970 HOSPITAL DRIVE,CLARKSDALE,MS,38614,GENERAL ACUTE CARE,34.195960321,-90.5522162789999,http://www.merithealthnorthwestms.com/locations/merit-health-northwest-mississippi,121,181,0.9320862488473830,0,37.93.174.246,74,54,4.221358625109560,Yes
NOXUBEE GENERAL CRITICAL ACCESS HOSPITAL,78 HOSPITAL ROAD,MACON,MS,39341,CRITICAL ACCESS,33.122232797,-88.558605384,http://www.ngcah.com/,74,25,0.9976610437067690,0,146.189.100.100,42,22,2.409987546646770,Yes
OAK CIRCLE CENTER - MISSISSIPPI STATE HOSPITAL,3550 HIGHWAY 468 WEST,WHITFIELD,MS,39193,PSYCHIATRIC,32.241392304,-90.069750055,http://www.msh.state.ms.us,45,60,0.6782527098993510,0,146.144.239.52,188,168,0.3869579876027370,No
OCEAN SPRINGS HOSPITAL,3109 BIENVILLE BOULEVARD,OCEAN SPRINGS,MS,39564,GENERAL ACUTE CARE,30.4141352180001,-88.780714438,http://srhshealth.com/osh_hospital.htm,120,136,0.7548309591666550,0,215.189.55.57,79,59,2.7215694583250700,Yes
OCH REGIONAL MEDICAL CENTER,400 HOSPITAL ROAD,STARKVILLE,MS,39759,GENERAL ACUTE CARE,33.4761738610001,-88.8206054409999,http://www.och.org/,112,96,0.5562556111367060,1,231.232.88.185,174,154,1.0048102140689400,Yes
OCHSNER MEDICAL CENTER HANCOCK,149 DRINKWATER BOULEVARD,BAY ST. LOUIS,MS,39521,GENERAL ACUTE CARE,30.316774486,-89.3543379549999,http://www.hmc.org,44,102,0.8830522122691700,0,218.13.102.156,124,104,0.6489965203357680,No
PARKWOOD BEHAVIORAL HEALTH SYSTEM,8135 GOODMAN ROAD,OLIVE BRANCH,MS,38654,PSYCHIATRIC,34.9609824360001,-89.845680295,http://www.parkwoodbhs.com,120,108,0.5303640579181230,1,52.219.238.24,85,65,2.298909839609950,Yes
PATIENT’S CHOICE MEDICAL CENTER OF HUMPHREYS COUNTY,500 CCC ROAD,BELZONI,MS,39038,GENERAL ACUTE CARE,33.183054815,-90.4700810529999,http://teamhealthms.com/about_us.html,134,34,0.16015446960658500,1,35.203.21.185,63,43,1.812094541455540,Yes
PATIENTS CHOICE MEDICAL CENTER,327 MAGNOLIA DRIVE,RALEIGH,MS,39153,GENERAL ACUTE CARE,32.000139872,-89.5194872449999,http://teamhealthms.com/pcmc-smith_county.html,106,29,0.1255195444839040,0,250.222.198.172,137,117,0.17503970503470500,No
PEARL RIVER COUNTY HOSPITAL,305 WEST MOODY STREET,POPLARVILLE,MS,39470,CRITICAL ACCESS,30.856540098,-89.542010632,NOT AVAILABLE,133,24,0.567565812703147,1,219.242.85.70,126,106,0.9258263381778460,No
WAMEGO HEALTH CENTER,711 GENN DRIVE,WAMEGO,KS,66547,GENERAL ACUTE CARE,39.2048334180001,-96.319057806,http://www.wamegocityhospital.com,143,18,0.7476635338706750,1,15.126.30.23,152,132,0.9476954032989740,No
MOUNT CARMEL BEHAVIORAL HEALTHCARE LLC,4646 HILTON CORPORATE DRIVE,COLUMBUS,OH,43232,PSYCHIATRIC,39.935747856,-82.870380465,https://www.mountcarmelbehavioralhealth.com/?utm_source=yext&utm_medium=organic&utm_campaign=listing&utm_term=brand,131,80,0.8091589011597290,0,241.252.182.195,73,53,2.2700119888497100,Yes
JOHN R. OISHEI CHILDREN'S HOSPITAL,818 ELLICOTT STREET,BUFFALO,NY,14203,CHILDREN,42.900921919,-78.867491705,https://www.ochbuffalo.org/,77,185,0.7068456904156710,1,12.255.52.42,39,19,20.583339742714800,Yes
ASSURANCE HEALTH HUDSON LLC,6260 HUDSON CROSSING PKWY,HUDSON,OH,44236,PSYCHIATRIC,41.236341451,-81.4879654699999,http://assurancehealthsystem.com/locations/hudson-oh/,123,23,0.3195849341153180,1,194.44.253.97,81,61,1.0399322144374000,Yes
KETTERING HEALTH NETWORK TROY HOSPITAL,600 WEST MAIN STREET,TROY,OH,45373,GENERAL ACUTE CARE,40.0432322130001,-84.2096864279999,https://www.ketteringhealth.org/troy/,47,28,0.03642293685375050,1,120.84.131.165,11,-9,8.641668258550330,Yes
OKLAHOMA ER & HOSPITAL,15103 N. PENNSYLVANIA AVE,EDMOND,OK,73013,GENERAL ACUTE CARE,35.62421024,-97.550153794,https://okerhospital.com/,89,4,0.6378763122309690,1,121.181.78.90,177,157,0.8261595444070990,No
PERRY COUNTY GENERAL HOSPITAL,206 BAY AVENUE,RICHTON,MS,39476,CRITICAL ACCESS,31.34633998,-88.937725374,http://www.pcghospital.com/,60,22,0.7370882306060590,1,5.215.173.169,118,98,0.937265481400489,No
PONTOTOC HEALTH SERVICES,176 SOUTH MAIN STREET,PONTOTOC,MS,38863,CRITICAL ACCESS,34.2429604370001,-88.996179607,http://www.nmhs.net/pontotoc/,100,25,0.40013567595802700,0,67.87.35.24,40,20,3.3250678379790100,Yes
QUITMAN COUNTY HOSPITAL,340 GETWELL DRIVE,MARKS,MS,38646,GENERAL ACUTE CARE,34.246955379,-90.2775024969999,http://qchospital.net/,64,33,0.46032039419860400,0,84.167.33.90,109,89,0.3634766975411650,No
REGENCY HOSPITAL OF MERIDIAN,"1102 CONSTITUTION AVE., 2ND FLOOR",MERIDIAN,MS,39301,LONG TERM CARE,32.3680682610001,-88.69906394,http://www.regencyhospital.com,105,40,0.38261369828831800,1,217.84.88.77,135,115,0.8500970192764840,No
RUSH FOUNDATION HOSPITAL,1314 19TH AVENUE,MERIDIAN,MS,39301,GENERAL ACUTE CARE,32.370037892,-88.697530112,http://www.rushhealthsystems.org/rfh/,126,215,0.5409252781041480,1,18.64.157.226,11,-9,167.9926848612740,Yes
S. E. LACKEY CRITICAL ACCESS HOSPITAL & SWINGBED,330 NORTH BROAD STREET,FOREST,MS,39074,CRITICAL ACCESS,32.3660313120001,-89.47023244,http://www.lackeymemorialhospital.com,121,35,0.31477770655837600,0,155.148.173.200,30,10,21.332388853279200,Yes
SCOTT REGIONAL HOSPITAL,317 HIGHWAY 13 SOUTH,MORTON,MS,39117,CRITICAL ACCESS,32.344096737,-89.672571207,http://www.scottregional.org/srh/,78,25,0.3117603526157770,0,38.58.132.232,76,56,0.46678578855278600,No
SELECT SPECIALTY HOSPITAL - JACKSON,5903 RIDGEWOOD ROAD,JACKSON,MS,39211,LONG TERM CARE,32.389770044,-90.143375611,http://www.selectspecialtyhospitals.com/company/locations/jackson.,100,53,0.44734251871851300,1,221.143.37.192,198,178,0.8073096888504830,No
SELECT SPECIALTY HOSPITAL BELHAVEN,1225 NORTH STATE STREET,JACKSON,MS,39202,LONG TERM CARE,32.3152625860001,-90.17903678,https://belhaven.selectspecialtyhospitals.com/,43,25,0.7351650624818650,0,213.196.80.132,46,26,1.1627008744362000,Yes
SELECT SPECIALTY HOSPITAL GULF COAST,1520 BROAD AVENUE,GULFPORT,MS,39501,LONG TERM CARE,30.369969005,-89.116117622,http://www.selectspecialtyhospitals.com/company/locations/gulfcoas,94,61,0.2594371829435390,0,210.231.103.112,63,43,1.6802864659985400,Yes
SHARKEY-ISSAQUENA COMMUNITY HOSPITAL,47 SOUTH FOURTH STREET,ROLLING FORK,MS,39159,GENERAL ACUTE CARE,32.904738529,-90.8845552659999,NOT AVAILABLE,48,29,0.47767126005749000,1,95.175.19.5,125,105,0.8019648817294250,No
SIMPSON GENERAL HOSPITAL,"1842 SIMPSON, HIGHWAY 149",MENDENHALL,MS,39114,GENERAL ACUTE CARE,31.96907265,-89.886494466,http://www.simpsongeneralhospital.com,134,35,0.23229031264179800,0,87.194.102.158,144,124,0.26865556214816200,No
SINGING RIVER HOSPITAL,2809 DENNY AVENUE,PASCAGOULA,MS,39581,GENERAL ACUTE CARE,30.3763940740001,-88.5334439109999,http://www.mysrhs.com,69,435,0.47225318600860900,1,180.227.81.39,186,166,1.2807448249683000,Yes
SOUTH CENTRAL REGIONAL MEDICAL CENTER,1220 JEFFERSON STREET,LAUREL,MS,39441,GENERAL ACUTE CARE,31.6849522320001,-89.140794101,http://www.scrmc.com,54,285,0.738376700004941,1,125.79.112.105,19,-1,7695.869188350000,Yes
SOUTH SUNFLOWER COUNTY HOSPITAL,121 EAST BAKER STREET,INDIANOLA,MS,38751,GENERAL ACUTE CARE,33.4575199500001,-90.650193531,NOT AVAILABLE,68,49,0.7926770872593210,0,47.39.191.80,176,156,0.4647967947802190,No
ST. DOMINIC-JACKSON MEMORIAL HOSPITAL,969 LAKELAND DRIVE,JACKSON,MS,39216,GENERAL ACUTE CARE,32.332565786,-90.1648566659999,http://www.stdom.com,102,571,0.8858637943015860,0,197.36.104.30,130,110,2.849626112026830,Yes
TALLAHATCHIE GENERAL HOSPITAL,201 SOUTH MARKET STREET,CHARLESTON,MS,38921,CRITICAL ACCESS,34.0040563380001,-90.0588323269999,www.mytgh.com/,139,18,0.8980507344520220,1,54.63.134.60,97,77,1.1600221626383900,Yes
TYLER HOLMES MEMORIAL HOSPITAL,409 TYLER HOLMES DRIVE,WINONA,MS,38967,CRITICAL ACCESS,33.4909255970001,-89.738551661,http://www.thmh.org/,72,25,0.5195084961560390,1,25.64.182.158,180,160,0.7949104980780200,No
UNIVERSITY HOSPITAL AND CLINICS - THE UNIVERSITY OF MISSISSIPPI MEDICAL CENTER,2500 NORTH STATE STREET,JACKSON,MS,39216,GENERAL ACUTE CARE,32.3294722800001,-90.17314608,http://www.umc.edu,51,697,0.6232372981709150,0,165.250.74.4,147,127,1.4135778530038700,Yes
UNIVERSITY OF MISSISSIPPI MEDICAL CENTER - GRENADA,960 AVENT DRIVE,GRENADA,MS,38901,GENERAL ACUTE CARE,33.7622343640001,-89.817479871,http://www.glmc.net,90,156,0.4349091000229230,0,10.9.84.52,182,162,0.48494426194561800,No
WALTHALL COUNTY GENERAL HOSPITAL,100 HOSPITAL DRIVE,TYLERTOWN,MS,39667,CRITICAL ACCESS,31.1203714320001,-90.1557677339999,http://www.walthallhospitalms.org,71,25,0.10276098863484200,0,192.202.187.74,138,118,0.11511936245876000,No
WAYNE GENERAL HOSPITAL,950 MATTHEW DRIVE,WAYNESBORO,MS,39367,GENERAL ACUTE CARE,31.6731176280001,-88.633913031,http://www.waynegeneralhospital.org,47,80,0.15793622505606200,1,119.45.156.8,195,175,0.6403558676300720,No
YALOBUSHA GENERAL HOSPITAL,630 S. MAIN STREET,WATER VALLEY,MS,38965,GENERAL ACUTE CARE,34.1312556120001,-89.642088702,http://yalobushageneral.com/,67,26,0.08155393782440110,1,78.202.51.227,24,4,54.9782769689122,Yes
SILOAM SPRINGS REGIONAL HOSPITAL,603 N. PROGRESS AVENUE,SILOAM SPRINGS,AR,72761,GENERAL ACUTE CARE,36.1899355240001,-94.50714921,http://www.ssrh.net/pages/home.aspx,70,42,0.7124320246866280,1,179.228.43.2,118,98,1.00927723683311,Yes
OZARK HEALTH,2500 HIGHWAY 65 SOUTH,CLINTON,AR,72031,CRITICAL ACCESS,35.5755098700001,-92.452930107,http://www.ozarkhealthinc.com,116,25,0.5895727236853940,1,234.126.34.162,74,54,1.2920428776177300,Yes
UNITY HEALTH HARRIS HOSPITAL,1205 MCLAIN STREET,NEWPORT,AR,72112,GENERAL ACUTE CARE,35.6085688520001,-91.265060056,NOT AVAILABLE,55,133,0.3278220369710690,0,23.43.224.54,42,22,7.720729200303720,Yes
BAPTIST HEALTH MEDICAL CENTER VAN BUREN,EAST MAIN & SOUTH 20TH STREETS,VAN BUREN,AR,72956,GENERAL ACUTE CARE,35.4354006620001,-94.338797714,http://www.summitmedicalcenter.net,43,103,0.3982138092807370,0,182.156.184.165,14,-6,61.71299579352930,Yes
CHI ST. VINCENT INFIRMARY HEALTH SYSTEM,TWO ST. VINCENT CIRCLE,LITTLE ROCK,AR,72205,GENERAL ACUTE CARE,34.7500198130001,-92.339393726,https://www.stvincenthealth.com/infirmary/index.html,60,615,0.7192385736741620,0,175.3.170.221,181,161,1.0713973818179800,Yes
BANNER DEL E. WEBB MEDICAL CENTER,14502 WEST MEEKER BLVD,SUN CITY WEST,AZ,85375,GENERAL ACUTE CARE,33.659689433,-112.372505867,http://www.bannerhealth.com/locations/arizona/banner+behavioral +health,79,373,0.21288615725298000,0,89.51.209.214,60,40,9.31488057862649,Yes
BANNER PAGE HOSPITAL,501 NORTH NAVAJO DR,PAGE,AZ,86040,GENERAL ACUTE CARE,36.917647994,-111.46358713,http://www.bannerhealth.com/locations/arizona/page+hospital,132,25,0.7110940114340670,0,55.143.38.140,96,76,0.6412118256616320,No
ORO VALLEY HOSPITAL,1551 E TANGERINE ROAD,ORO VALLEY,AZ,85755,GENERAL ACUTE CARE,32.4290227610001,-110.948770183,http://www.nmcorovalley.com,56,144,0.6343900899484030,0,93.245.239.128,59,39,2.9680826189387000,Yes
CARONDELET ST JOSEPHS HOSPITAL,350 NORTH WILMOT ROAD,TUCSON,AZ,85711,GENERAL ACUTE CARE,32.2265061250001,-110.855121545,NOT AVAILABLE,92,486,0.9140788990538570,1,132.23.131.181,94,74,5.039581450987850,Yes
SAN CARLOS APACHE HEALTHCARE CORPORATION,103 MEDICINE WAY ROAD,PERIDOT,AZ,85542,GENERAL ACUTE CARE,33.295757533,-110.417875949,http://www.scahealth.org/,72,-999,0.8806531234291560,1,126.165.40.204,158,138,-0.9481422473591460,No
BAPTIST HEALTH MEDICAL CENTER-CONWAY,1555 EXCHANGE AVENUE,CONWAY,AR,72032,GENERAL ACUTE CARE,35.056716641,-92.419570624,NOT AVAILABLE,116,111,0.7512017384681800,0,116.107.162.184,160,140,0.7040702569891920,No
BANNER CASA GRANDE MEDICAL CENTER,1800 EAST FLORENCE BOULEVARD,CASA GRANDE,AZ,85222,GENERAL ACUTE CARE,32.8811552330001,-111.710748585,NOT AVAILABLE,96,177,0.05172705433608600,0,164.96.184.47,120,100,0.8754635271680430,No
UC HEALTH YAMPA VALLEY MEDICAL CENTER,1024 CENTRAL PARK DR,STEAMBOAT SPRINGS,CO,80487,GENERAL ACUTE CARE,40.463206418,-106.814858127,http://www.yvmc.org,91,98,0.2041618956250740,0,143.95.188.135,73,53,1.6894785982219400,Yes
UNIVERSITY OF COLORADO HOSPITAL ANSCHUTZ INPATIENT PAVILION,12605 EAST 16TH AVENUE,AURORA,CO,80045,GENERAL ACUTE CARE,39.742304502,-104.841122081,NOT AVAILABLE,69,698,0.1062222031060770,0,167.140.13.89,142,122,1.6710229532058200,Yes
YALE-NEW HAVEN HOSPITAL SAINT RAPHAEL CAMPUS,1450 CHAPEL ST,NEW HAVEN,CT,6511,GENERAL ACUTE CARE,41.309999357,-72.9424829239999,http://www.ynhh.org/src/,44,511,0.5163820176275720,1,230.213.39.227,82,62,3.6827487611551000,Yes
ST FRANCIS HOSPITAL & MEDICAL CENTER,114 WOODLAND STREET,HARTFORD,CT,6105,GENERAL ACUTE CARE,41.773813874,-72.698680086,http://www.saintfranciscare.com,80,617,0.893866072776963,0,209.181.105.144,197,177,1.2347015575669400,Yes
BAYHEALTH MILFORD MEMORIAL HOSPITAL,21 W CLARK AVE,MILFORD,DE,19963,GENERAL ACUTE CARE,38.9070479710001,-75.432907803,http://www.bayhealth.org/milford-memorial-hospital/bayhealthcontentpage.aspx?nd=946,149,127,0.034610704257614100,1,60.172.100.255,141,121,1.1635385329224700,Yes
JOHN HOPKINS ALL CHILDREN'S HOSPITAL,501 6TH AVE S,SAINT PETERSBURG,FL,33701,CHILDREN,27.7646375240001,-82.640753708,http://www.allkids.org,67,259,0.013134004670058000,1,143.152.63.252,177,157,0.8585691119540810,No
"ANIMAS SURGICAL HOSPITAL, LLC",575 RIVERGATE LANE,DURANGO,CO,81301,GENERAL ACUTE CARE,37.249082732,-107.871152357,www.animassurgical.com,115,12,0.9427863781026130,0,248.193.218.242,125,105,0.5339782230649120,No
VALLEY VIEW HOSPITAL ASSOCIATION,1906 BLAKE AVE,GLENWOOD SPRINGS,CO,81601,GENERAL ACUTE CARE,39.5323214800001,-107.322105389,http://www.vvh.org,81,49,0.44780322515449300,1,128.154.198.201,181,161,0.800461158891046,No
SUGARLAND REHAB HOSPITAL,7622 BRANFORD PL,SUGAR LAND,TX,77479,SPECIAL,29.5872573870001,-95.642694363,https://sugarlandrehabhospital.com/,91,41,0.037232564213496900,1,5.77.202.60,120,100,0.7051662821067480,No
SHERIFF AL CANNON DETENTION CENTER,3841 LEEDS AVE,N CHARLESTON,SC,29405,SPECIAL,32.8456630000001,-80.0135289999999,https://www.charlestoncounty.org/departments/sheriff/detention.php,128,22,0.29369429681803000,0,228.234.5.113,16,-4,88.14684714840900,Yes
JOHN D ARCHBOLD MEMORIAL HOSPITAL,915 GORDON AVENUE & MIMOSA DRIVE,THOMASVILLE,GA,31792,GENERAL ACUTE CARE,30.825290313,-83.972252372,NOT AVAILABLE,110,264,0.34589318256532500,1,180.123.70.97,146,126,1.5875346487278600,Yes
DOCTORS HOSPITAL,3651 WHEELER ROAD,AUGUSTA,GA,30909,GENERAL ACUTE CARE,33.4861599660001,-82.094432454,http://www.doctors-hospital.net,140,354,0.7040407597185750,0,247.78.129.176,17,-3,2753.6853537131900,Yes
MAUI MEMORIAL MEDICAL CENTER,221 MAHALANI ST,WAILUKU,HI,96793,GENERAL ACUTE CARE,20.8845135920001,-156.489331029,http://www.mmmc.hhsc.org,102,213,0.577671917194185,0,227.10.147.110,63,43,6.163903562707420,Yes
GREENWOOD COUNTY HOSPITAL,100 W 16TH STREET,EUREKA,KS,67045,CRITICAL ACCESS,37.83569758,-96.293802501,http://www.gwch.org,80,25,0.9229748044064900,0,150.67.242.205,117,97,0.5677686223116520,No
ASHLAND HEALTH CENTER,709 OAK STREET,ASHLAND,KS,67831,CRITICAL ACCESS,37.189180111,-99.772421574,http://www.ashlandhc.org,91,45,0.8620075397069990,0,165.28.46.89,165,145,0.5283878364408960,No
ANTHONY MEDICAL CENTER,1101 E SPRING STREET,ANTHONY,KS,67003,CRITICAL ACCESS,37.154992587,-98.0173490879999,http://amcks.org/,52,25,0.022653462942612800,1,232.45.104.211,63,43,0.8628681051868280,No
LAWRENCE MEMORIAL HOSPITAL,325 MAINE ST,LAWRENCE,KS,66044,GENERAL ACUTE CARE,38.97887459,-95.24868534,http://www.lmh.org,66,152,0.14922494171690300,1,152.60.138.109,80,60,1.967945804191790,Yes
LAKE CHARLES MEMORIAL HOSPITAL,1701 OAK PARK BLVD,LAKE CHARLES,LA,70601,GENERAL ACUTE CARE,30.2043187300001,-93.197443753,http://www.lcmh.com,119,306,0.08678383797502130,1,76.153.84.49,122,102,2.2933919189875100,Yes
ST. TAMMANY PARISH HOSPITAL,1202 S TYLER ST,COVINGTON,LA,70433,GENERAL ACUTE CARE,30.4686638910001,-90.112929556,http://www.stph.org,145,218,0.4304391858319420,0,122.231.1.30,165,145,0.9669437308470060,No
EASTERN MAINE MEDICAL CENTER,489 STATE STREET,BANGOR,ME,4401,GENERAL ACUTE CARE,44.808660311,-68.750777195,http://www.emh.org,110,411,0.15814828883216200,0,22.34.117.198,95,75,4.097740811082750,Yes
WALDO COUNTY GENERAL HOSPITAL,118 NORTHPORT AVENUE,BELFAST,ME,4915,CRITICAL ACCESS,44.4124914670001,-68.993950416,http://www.wchi.com,142,25,0.8633521474667190,0,238.40.43.174,112,92,0.6413877939602030,No
PENOBSCOT VALLEY HOSPITAL,7 TRANSALPINE ROAD,LINCOLN,ME,4457,CRITICAL ACCESS,45.3479285820001,-68.517333505,http://www.pvhme.org,77,25,0.15063979418206300,1,184.195.134.173,135,115,0.6480987250683470,No
