NAME,ADDRESS,CITY,STATE,ZIP,TYPE,COUNTRY,LATITUDE,LONGITUDE,WEBSITE,TTL_STAFF,BEDS,TRAUMA,HELIPAD,IP Address,No of Access Points connected,Patients,Suggestive_Factor,Recommended
CEDAR-SINAI MARINA DEL REY HOSPITAL,4650 LINCOLN BOULEVARD,MARINA DEL REY,CA,90291,GENERAL ACUTE CARE,USA,33.982161622,-118.43923224,http://www.marinahospital.com,73,145,0.9503725406951980,1,189.95.159.15,188,112.8,1.3911377441165200,Yes
PACIFICA HOSPITAL OF THE VALLEY,9449 SAN FERNANDO ROAD,SUN VALLEY,CA,91352,GENERAL ACUTE CARE,USA,34.240098335,-118.396362905,http://www.pacificahospital.com,91,231,0.053435245757877700,1,251.177.177.252,80,48.0,5.088566581212270,Yes
HEMET VALLEY MEDICAL CENTER,1117 EAST DEVONSHIRE,HEMET,CA,92543,GENERAL ACUTE CARE,USA,33.7501697020001,-116.960185448,http://www.physiciansforhealthyhospitals.com,73,327,0.27049262053675400,0,220.103.34.74,83,49.8,4.9478703002040200,Yes
SAN GORGONIO MEMORIAL HOSPITAL,600 HIGHLAND SPRINGS AVENUE,BANNING,CA,92220,GENERAL ACUTE CARE,USA,33.9318207480001,-116.946102155,http://www.sgmh.org,67,71,0.8029112913004400,1,205.74.147.58,153,91.8,1.183695145177940,Yes
CALIFORNIA PACIFIC MEDICAL CENTER - VAN NESS CAMPUS,1101 VAN NESS AVENUE,SAN FRANCISCO,CA,94109,GENERAL ACUTE CARE,USA,37.785828768,-122.422249606,https://www.sutterhealth.org/find-location/facility/cpmc-van-ness-campus,116,274,0.10446228561507200,0,236.11.165.3,191,114.6,1.2622978746527300,Yes
COALINGA REGIONAL MEDICAL CENTER,1191 PHELPS AVENUE,COALINGA,CA,93210,GENERAL ACUTE CARE,USA,36.1524711170001,-120.340684029,http://www.coalingamedicalcenter.com,123,123,0.01700884209655650,1,81.200.125.151,29,17.4,10.0,Yes
CONTRA COSTA REGIONAL MEDICAL CENTER,2500 ALHAMBRA AVENUE,MARTINEZ,CA,94553,GENERAL ACUTE CARE,USA,38.0067980110001,-122.132814786,http://www.cchealth.org/medical_center/,96,167,0.4045207670412020,1,223.112.99.226,197,118.20000000000000,1.2760104586749900,Yes
SACRAMENTO COUNTY MENTAL HEALTH TREATMENT CENTER,2150 STOCKTON BOULEVARD,SACRAMENTO,CA,95817,PSYCHIATRIC,USA,38.55719537,-121.460876955,http://www.namisacramento.org/resources/locallinks-saccounty.html,60,50,0.528682969298729,1,152.81.27.128,189,113.40000000000000,0.8809862221053900,No
MIDTOWN OAKS POST-ACUTE,2600 L STREET,SACRAMENTO,CA,95816,REHABILITATION,USA,38.5718698530001,-121.472516826,http://midtownoaks.com/,105,100,0.3512744304187610,1,118.248.52.37,24,14.400000000000000,10.0,Yes
FAIRVIEW DEVELOPMENTAL CENTER,2501 HARBOR BOULEVARD,COSTA MESA,CA,92626,GENERAL ACUTE CARE,USA,33.6634442060001,-117.922803056,http://www.dds.ca.gov/fairview/index.cfm,66,1218,0.6069618777559740,0,42.135.195.59,189,113.40000000000000,3.429093323749630,Yes
CHI MEMORIAL HOSPITAL-GEORGIA,100 GROSS CRESCENT CIRCLE,FORT OGLETHORPE,GA,30742,GENERAL ACUTE CARE,USA,34.946877929,-85.26367959,http://cornerstonemedicalcenter.org/,102,179,0.4303923599159280,0,249.185.166.173,84,50.4,3.809064282754640,Yes
SELECT SPECIALTY HOSPITAL - MIDTOWN ATLANTA,705 JUNIPER STREET NE,ATLANTA,GA,30308,LONG TERM CARE,USA,33.773777174,-84.3827543479999,http://midtownatlanta.selectspecialtyhospitals.com/,72,72,0.8235376100580940,0,254.165.26.13,35,21.0,6.289319825437210,Yes
PRIDE MEDICAL,3280 HOWELL MILL ROAD NW,ATLANTA,GA,30327,GENERAL ACUTE CARE,USA,33.843291745,-84.4286012709999,http://www.pridemedical.com/,51,64,0.8517019884484070,1,49.134.176.78,138,82.8,1.1638962228176400,Yes
SOUTHWESTERN STATE HOSPITAL,400 SOUTH PINE TREE BLVD,THOMASVILLE,GA,31792,PSYCHIATRIC,USA,30.8082865910001,-83.993893568,http://www.swsh.org,75,400,0.3864912339840260,0,41.10.215.8,148,88.8,2.095485694907770,Yes
PIEDMONT NEWTON HOSPITAL,5126 HOSPITAL DRIVE,COVINGTON,GA,30014,GENERAL ACUTE CARE,USA,33.6013400000001,-83.84843,http://www.piedmont.org/locations/piedmont-newton/newton-home,86,101,0.551725948982522,0,88.173.176.11,11,6.6,10.0,Yes
WILLINGWAY HOSPITAL,311 JONES MILL ROAD,STATESBORO,GA,30458,GENERAL ACUTE CARE,USA,32.44443621,-81.757325736,http://www.willingway.com,125,40,0.391011317489511,1,241.255.188.222,180,108.0,0.9098403638202010,No
BURKE MEDICAL CENTER,351 S LIBERTY STREET,WAYNESBORO,GA,30830,GENERAL ACUTE CARE,USA,33.0834757370001,-82.012462167,http://burkemedical.net/,134,40,0.2078550023125200,0,241.21.133.61,112,67.20000000000000,0.6973940544442420,No
SOUTHEAST GEORGIA HEALTH SYSTEM - CAMDEN CAMPUS,2000 DAN PROCTOR DRIVE,ST. MARYS,GA,31558,GENERAL ACUTE CARE,USA,30.7809022910001,-81.6151089109999,http://www.sghs.org/locations/hospital-campuses/camden/,78,40,0.029192254702894100,0,27.201.43.174,73,43.8,0.8277568204145610,No
THE ORTHOPAEDIC HOSPITAL OF LUTHERAN HEALTH NETWOR,7952 W JEFFERSON BLVD,FORT WAYNE,IN,46804,GENERAL ACUTE CARE,USA,41.04028484,-85.239125428,http://www.theorthohospital.com,134,43,0.8690921862577360,0,29.195.226.1,37,22.2,6.280256668569170,Yes
SMITH NORTHVIEW HOSPITAL,4280 NORTH VALDOSTA ROAD,VALDOSTA,GA,31602,GENERAL ACUTE CARE,USA,30.8986369290001,-83.335558524,http://www.smithhospital.com/,105,45,0.20046303063436900,1,16.67.156.118,52,31.2,3.027191574488780,Yes
NORTHRIDGE MEDICAL CENTER,70 MEDICAL CENTER DRIVE,COMMERCE,GA,30529,GENERAL ACUTE CARE,USA,34.219398568,-83.469007387,http://www.northridgemc.com/,82,90,0.04272248108586490,0,239.244.175.140,17,10.2,10.0,Yes
TY COBB HEALTHCARE SYSTEM - HART COUNTY HOSPITAL,GIBSON AND CADE STREETS,HARTWELL,GA,30643,GENERAL ACUTE CARE,USA,34.3466356490001,-82.9394738889999,http://www.stmaryssacredheart.org/about-us/media-center/news/6-5-15/,69,82,0.4919594242916220,1,252.157.18.72,44,26.4,4.805036185975010,Yes
ZAMBARANO MEMORIAL HOSPITAL,2056 WALLUM LAKE ROAD,BURRILLVILLE,RI,2830,PSYCHIATRIC,USA,41.997253648,-71.7624610399999,http://www.bhddh.ri.gov/esh/zam.php,116,120,0.3017533460877500,1,29.144.121.135,161,96.6,1.3967326713978500,Yes
HARDIN COUNTY GENERAL HOSPITAL,FERRELL ROAD,ROSICLARE,IL,62982,CRITICAL ACCESS,USA,37.4222804180001,-88.351724943,http://www.ilhcgh.org,110,25,0.2130416923407160,0,75.18.84.10,50,30.0,1.6342986239481400,Yes
LAFAYETTE PHYSICAL REHABILITATION HOSPITAL,307 POLLY LN,LAFAYETTE,LA,70508,REHABILITATION,USA,30.1738096660001,-92.026065887,http://www.lafayettesurgical.com,146,20,0.78650706025317,1,40.84.130.147,149,89.4,1.0759279842302500,Yes
RIVER PARISHES HOSPITAL,500 RUE DE SANTE,LA PLACE,LA,70068,GENERAL ACUTE CARE,USA,30.07172675,-90.514363284,http://www.riverparisheshospital.com,50,62,0.5849000146262160,1,42.155.116.25,199,119.40000000000000,0.9011734121653990,No
CALDWELL MEMORIAL HOSPITAL,411 MAIN STREET,COLUMBIA,LA,71418,LONG TERM CARE,USA,32.1035536690001,-92.0757124149999,NOT AVAILABLE,94,25,0.24429413788914900,1,233.117.113.219,130,78.0,0.8152765889971710,No
SSM HEALTH ST. CLARE HOSPITAL,707 14TH ST,BARABOO,WI,53913,GENERAL ACUTE CARE,USA,43.4809709410001,-89.730524073,http://www.stclare.com,65,100,0.5314397812549630,0,1.231.177.13,111,66.6,0.998434587306142,No
TRI PARISH REHABILITATION HOSPITAL,8088 HAWKS RD,LEESVILLE,LA,71446,REHABILITATION,USA,30.9408628100001,-93.284392139,http://www.triparishrehab.com,81,33,0.7535321781329230,1,49.95.46.252,50,30.0,2.361766089066460,Yes
RICHLAND PARISH HOSPITAL - DELHI,407 CINCINNATI ST,DELHI,LA,71232,GENERAL ACUTE CARE,USA,32.4528512630001,-91.49323801,http://www.delhihospital.com,136,25,0.6360598109749730,1,114.151.158.104,43,25.8,3.371962962395120,Yes
AVALA,67252 INDUSTRY LN,COVINGTON,LA,70433,GENERAL ACUTE CARE,USA,30.4082235590001,-90.08211407,http://www.fairwaymedical.com,48,21,0.7438004226572800,1,82.143.2.234,75,45.0,1.1207891002175300,Yes
ST CATHERINE MEMORIAL HOSPITAL,64030 HIGHWAY 434,LACOMBE,LA,70445,SPECIAL,USA,30.3575605610001,-89.915439509,http://www.louisianaheart.com,124,58,0.554592059534923,0,34.163.237.225,89,53.4,1.5383601490565500,Yes
REGENCY HOSPITAL OF COVINGTON,195 HIGHLAND PARK ENTRANCE,COVINGTON,LA,70433,LONG TERM CARE,USA,30.4584344620001,-90.135037113,http://www.regencyhospital.com,68,38,0.5036049188851750,0,16.126.141.108,20,12.0,9.22402468166481,Yes
OCEANS BEHAVIORAL HOSPITAL OF KENTWOOD,921 AVENUE G,KENTWOOD,LA,70444,PSYCHIATRIC,USA,30.9373615710001,-90.529718762,http://www.obhk.info/,64,18,0.5679017133922480,1,189.197.128.255,51,30.600000000000000,1.399098876688440,Yes
ACADIAN MEDICAL CENTER (A CAMPUS OF MERCY REGIONAL MEDICAL CENTER),3501 HIGHWAY 190,EUNICE,LA,70535,GENERAL ACUTE CARE,USA,30.4966373600001,-92.386182764,http://acadianmedicalcenter.com/,134,109,0.7182292202267930,0,148.216.39.195,165,99.0,1.1042426582717500,Yes
PHYSICIANS BEHAVIORAL HOSPITAL,2025 DESOTO ST,SHREVEPORT,LA,71103,PSYCHIATRIC,USA,32.4722658250001,-93.770925473,NOT AVAILABLE,85,12,0.1370861743913670,1,85.20.135.91,155,93.0,0.6275094416875320,No
KINDRED HOSPITAL RANCHO,10841 WHITE OAK AVENUE,RANCHO CUCAMONGA,CA,91730,GENERAL ACUTE CARE,USA,34.1037143080001,-117.566293783,http://www.khrancho.com,86,55,0.0891568373868139,0,189.171.186.78,23,13.800000000000000,10.0,Yes
PARADISE VALLEY HSP D/P APH BAYVIEW BEH HLTH,330 MOSS STREET,CHULA VISTA,CA,91911,GENERAL ACUTE CARE,USA,32.617494005,-117.071712131,NOT AVAILABLE,53,64,0.4414150540346450,0,192.127.231.41,139,83.4,0.46454123702773200,No
PRISCILLA CHAN & MARK ZUCKERBERG SAN FRANCISCO GENERAL HOSPITAL & TRAUMA CENTER,1001 POTRERO AVENUE,SAN FRANCISCO,CA,94110,GENERAL ACUTE CARE,USA,37.756575615,-122.405762115,https://sfgh.ucsf.edu/,134,375,0.8792426779320050,1,12.66.232.239,15,9.0,10.0,Yes
NAVAL HOSPITAL GUAM,"FARENHOLT AVE., BLDG 50",AGANA HEIGHTS,GU,96919,MILITARY,GUM,13.4752103000001,144.7366118,NOT AVAILABLE,84,-999,0.33106531341675700,1,214.208.69.134,162,97.2,0.0,No
ASCENSION BORGESS HOSPITAL,1521 GULL ROAD,KALAMAZOO,MI,49048,GENERAL ACUTE CARE,USA,42.3068872420001,-85.561354926,http://www.borgess.com,116,387,0.4192514677239740,0,179.1.176.29,191,114.6,1.9187345850447900,Yes
ASCENSION BORGESS-LEE MEMORIAL HOSPITAL,420 W HIGH STREET,DOWAGIAC,MI,49047,GENERAL ACUTE CARE,USA,41.983138481,-86.1155807439999,http://www.borgess.com,100,25,0.6288196516160480,1,200.203.24.94,10,6.0,10.0,Yes
ASCENSION BORGESS PIPP HOSPITAL,411 NAOMI STREET,PLAINWELL,MI,49080,LONG TERM CARE,USA,42.446995342,-85.653896602,http://www.borgess.com,57,43,0.6050687769651340,0,210.11.188.98,189,113.40000000000000,0.39783313898413900,No
ASCENSION BRIGHTON CENTER FOR RECOVERY,12851 E GRAND RIVER,BRIGHTON,MI,48116,REHABILITATION,USA,42.519720029,-83.6958334129999,http://www.brightonhospital.org,59,41,0.04918629157680000,1,22.44.114.210,163,97.8,0.6510458621955750,No
ASCENSION GENESYS HOSPITAL,ONE GENESYS PARKWAY,GRAND BLANC,MI,48439,GENERAL ACUTE CARE,USA,42.8924548040001,-83.642260917,http://www.genesys.org,66,410,0.46241989602566000,0,92.83.215.249,29,17.4,10.0,Yes
IRELAND ARMY COMMUNITY HOSPITAL,289 IRELAND AVE.,FORT KNOX,KY,40121,MILITARY,USA,37.9003532,-85.9414374999999,NOT AVAILABLE,42,-999,0.18257228050158300,0,186.50.119.94,52,31.2,0.0,No
BLANCHFIELD ARMY COMMUNITY HOSPITAL,650 JOEL DRIVE,FORT CAMPBELL,KY,42223,MILITARY,USA,36.6366409,-87.4474845,NOT AVAILABLE,92,41,0.6380775530854750,0,148.137.241.250,37,22.2,4.145838549288460,Yes
WALTER REED NATIONAL MILITARY MEDICAL CENTER,8901 ROCKVILLE PIKE,BETHESDA,MD,20889,MILITARY,USA,39.0012869460001,-77.093589723,https://www.wrnmmc.capmed.mil/sitepages/home.aspx,109,244,0.19095011173869100,1,16.32.171.216,41,24.600000000000000,10.0,Yes
ASCENSION MACOMB-OAKLAND HOSPITAL MADISON HIGHTS,27351 DEQUINDRE,MADISON HEIGHTS,MI,48071,GENERAL ACUTE CARE,USA,42.4939160220001,-83.086793724,https://www.stjohnprovidence.org/oakland/,116,133,0.8619881879505490,1,0.3.184.219,124,74.4,2.3245800576705000,Yes
ASCENSION MACOMB OAKLAND HOSP-WARREN CAMPUS,11800 EAST TWELVE MILE ROAD,WARREN,MI,48093,GENERAL ACUTE CARE,USA,42.505813247,-83.0049427069999,http://www.stjohnprovidence.org/macomb,56,348,0.2754602541955630,1,213.242.4.177,162,97.2,1.669076974631190,Yes
ASCENSION PROVIDENCE HOSPITAL,16001 W NINE MILE RD,SOUTHFIELD,MI,48075,GENERAL ACUTE CARE,USA,42.457777708,-83.20513134,http://www.stjohnprovidence.org/providence-providence-park-hospital,102,359,0.7849388688988640,0,204.173.117.255,172,103.2,2.111585623380390,Yes
ASCENSION PROVIDENCE ROCHESTER HOSPITAL,1101 W UNIVERSITY DRIVE,ROCHESTER,MI,48307,GENERAL ACUTE CARE,USA,42.6798150450001,-83.1495133719999,http://www.crittenton.com,78,254,0.6633080272373230,0,24.38.58.17,200,120.0,1.019570680285330,Yes
ASCENSION RIVER DISTRICT HOSPITAL,4100 RIVER RD,EAST CHINA,MI,48054,GENERAL ACUTE CARE,USA,42.7853636470001,-82.479201914,http://www.stjohn.org,107,68,0.21913378417680400,1,238.13.192.215,159,95.4,1.0092961573688700,Yes
ASCENSION ST JOHN HOSPITAL,"22101 MOROSS RD, 6TH FLOOR",DETROIT,MI,48236,LONG TERM CARE,USA,42.4201712870001,-82.915286086,http://grossepointe.selectspecialtyhospitals.com/,92,30,0.56754944826989,0,77.108.208.45,32,19.2,4.027264307468280,Yes
ASCENSION ST JOSEPH HOSPITAL,200 HEMLOCK,TAWAS CITY,MI,48764,GENERAL ACUTE CARE,USA,44.2752181110001,-83.509720489,http://www.sjhsys.org/,72,49,0.09378209111192820,0,181.254.171.255,175,105.0,0.20689104555596400,No
ASCENSION ST MARY'S HOSPITAL,800 S WASHINGTON AVENUE,SAGINAW,MI,48601,GENERAL ACUTE CARE,USA,43.4240282650001,-83.938660607,http://www.stmarysofmichigan.org,45,268,0.930320565566,0,147.218.174.3,21,12.6,10.0,Yes
MCLAREN CARO REGION,401 N HOOPER STREET,CARO,MI,48723,GENERAL ACUTE CARE,USA,43.493186859,-83.408206106,http://www.cch-mi.org,46,25,0.13050279319186100,1,231.210.95.244,115,69.0,0.6860243434558340,No
MCLAREN THUMB REGION,1100 SOUTH VAN DYKE ROAD,BAD AXE,MI,48413,GENERAL ACUTE CARE,USA,43.803210312,-83.0321291829999,http://www.huronmedicalcenter.org,95,48,0.8890550452337370,0,95.178.48.46,107,64.20000000000000,0.9977053838565700,No
MERCY HEALTH LAKESHORE CAMPUS,72 SOUTH STATE STREET,SHELBY,MI,49455,CRITICAL ACCESS,USA,43.6066040380001,-86.364686191,http://www.mercyhealthmuskegon.com,82,24,0.0805663651092885,0,53.120.218.220,38,22.800000000000000,1.9331733025915800,Yes
MIDMICHIGAN MEDICAL CENTER ALPENA,1501 W CHISHOLM ST,ALPENA,MI,49707,GENERAL ACUTE CARE,USA,45.0776729520001,-83.4493742939999,https://www.midmichigan.org/about/our-affiliates/hospitals/midmichigan-medical-center-alpena/,86,124,0.30327067978636800,1,85.63.54.38,120,72.0,1.6801847226092300,Yes
MIDMICHIGAN MEDICAL CENTER WEST BRANCH,2463 SOUTH M-30,WEST BRANCH,MI,48661,GENERAL ACUTE CARE,USA,44.2638023100001,-84.244300761,http://www.wbrmc.com,61,88,0.20989120060889000,0,194.139.6.221,142,85.20000000000000,0.4746914620161870,No
SPECTRUM HEALTH KELSEY HOSPITAL,418 WASHINGTON,LAKEVIEW,MI,48850,CRITICAL ACCESS,USA,43.441218265,-85.2779234,http://www.spectrumhealth.org/,132,16,0.4303270647833720,1,143.141.95.134,18,10.8,9.768661474778520,Yes
SPECTRUM HEALTH BUTTERWORTH CAMPUS,100 MICHIGAN ST NE,GRAND RAPIDS,MI,49503,GENERAL ACUTE CARE,USA,42.9696691940001,-85.665746666,http://www.spectrumhealth.org/butterworth,136,852,0.3513687483914270,0,190.30.77.126,109,65.4,10.0,Yes
SPECTRUM HEALTH FULLER CAMPUS,750 FULLER AVE NE,GRAND RAPIDS,MI,49503,LONG TERM CARE,USA,42.976324204,-85.6379572289999,http://www.spectrum-health.org,134,51,0.4313934947246590,1,144.90.197.128,39,23.4,6.95610875700511,Yes
UP HEALTH SYSTEM - MARQUETTE,420 W MAGNETIC,MARQUETTE,MI,49855,GENERAL ACUTE CARE,USA,46.5542664220001,-87.4008236559999,http://www.mgh.org/,51,264,0.6601179860656030,1,19.105.178.30,122,73.20000000000000,2.0864416858573100,Yes
SELECT SPECIALITY HOSPITAL GROSSE POINT,22101 MOROSS RD,DETROIT,MI,48236,GENERAL ACUTE CARE,USA,42.419972627,-82.914340787,http://www.stjohn.org,65,673,0.2698705402207380,1,229.151.198.254,89,53.4,8.305298159195640,Yes
REGIONAL HEALTH LEAD-DEADWOOD HOSPITAL,61 CHARLES STREET,DEADWOOD,SD,57732,CRITICAL ACCESS,USA,44.3696269160001,-103.728268406,http://www.regionalhealth.com,100,18,0.9061713679221410,0,68.207.170.73,54,32.4,1.310424504262850,Yes
REGIONAL HEALTH CUSTER HOSPITAL,1039 MONTGOMERY STREET,CUSTER,SD,57730,CRITICAL ACCESS,USA,43.772662455,-103.594120332,http://www.regionalhealth.com,142,11,0.24261281591684400,0,80.126.152.230,58,34.8,0.7662066589823350,No
MILBANK AREA HOSPITAL / AVERA HEALTH,301 FLYNN DR,MILBANK,SD,57252,CRITICAL ACCESS,USA,45.222458058,-96.627173505,http://www.averamilbank.org,77,25,0.09482989604295160,1,241.101.46.86,100,60.0,0.814776059132587,No
BATON ROUGE GENERAL MEDICAL CENTER (BLUEBONNET),8585 PICARDY AVE,BATON ROUGE,LA,70809,GENERAL ACUTE CARE,USA,30.393726884,-91.094831778,http://www.brgeneral.org,53,201,0.8403215365102650,0,105.148.240.138,161,96.6,0.9909656497540460,No
BAYNE-JONES ARMY COMMUNITY HOSPITAL,1585 3RD ST,FORT POLK,LA,71459,MILITARY,USA,31.0624557,-93.2138014,NOT AVAILABLE,95,22,0.5159335176877770,1,154.145.72.186,109,65.4,1.0022877568893200,Yes
REGIONAL HEALTH SPEARFISH HOSPITAL,1440 NORTH MAIN STREET,SPEARFISH,SD,57783,GENERAL ACUTE CARE,USA,44.4980636660001,-103.860644624,http://www.regionalhealth.com,121,44,0.05636656301691770,1,148.49.1.189,164,98.40000000000000,0.8031105734643050,No
FREEMAN REGIONAL HEALTH SERVICES,510 EAST 8TH STREET,FREEMAN,SD,57029,CRITICAL ACCESS,USA,43.347966367,-97.4310807049999,http://www.freemanregional.com,68,25,0.9004203445074100,0,125.118.230.157,33,19.800000000000000,2.618356279793750,Yes
SANFORD CLEAR LAKE MEDICAL CENTER,701 3RD AVENUE SOUTH,CLEAR LAKE,SD,57226,CRITICAL ACCESS,USA,44.7527249440001,-96.683135561,http://www.sanforddeuelcounty.org,101,10,0.8998841925459930,1,53.46.124.87,27,16.2,2.874191448505890,Yes
TAYLOR HOSPITAL,175 E CHESTER PIKE,RIDLEY PARK,PA,19078,GENERAL ACUTE CARE,USA,39.877700331,-75.320225748,http://www.crozerkeystone.org/locations/location-profile/?id=4,61,213,0.5182144592660140,0,99.255.85.184,149,89.4,1.0719459906497800,Yes
PRAIRIE LAKES HOSPITAL,401 9TH AVENUE NORTHWEST,WATERTOWN,SD,57201,GENERAL ACUTE CARE,USA,44.9109746070001,-97.121237344,http://www.prairielakes.com,76,81,0.6632830461708810,0,64.135.26.182,165,99.0,0.6456911098623000,No
AVERA GETTYSBURG HOSPITAL,606 EAST GARFIELD AVENUE,GETTYSBURG,SD,57442,CRITICAL ACCESS,USA,45.013084894,-99.94779146,http://www.avera.org/,105,6,0.6652818735051500,1,169.74.254.237,190,114.0,0.8568791638993890,No
LANDMANN-JUNGMAN MEMORIAL HOSPITAL,600 BILLARS STREET,SCOTLAND,SD,57059,CRITICAL ACCESS,USA,43.14903616,-97.729045242,http://www.ljmh.org,92,20,0.13534242443459000,0,234.210.212.45,110,66.0,0.2788741506929610,No
"SIOUX FALLS SPECIALTY HOSPITAL, LLP",910 E 20TH ST,SIOUX FALLS,SD,57105,SPECIAL,USA,43.535056157,-96.71426497,https://www.sfsh.com/,79,33,0.9019364604307170,0,150.196.38.232,112,67.20000000000000,0.7396188467119570,No
CEDAR CITY HOSPITAL,1303 NORTH MAIN STREET,CEDAR CITY,UT,84721,GENERAL ACUTE CARE,USA,37.6997603620001,-113.066674869,http://www.ihc.com,45,48,0.8552589607903290,0,11.170.117.103,40,24.0,2.3026294803951600,Yes
"MOHAWK VALLEY HEART INSTITUTE, INC",2209 GENESEE STREET,UTICA,NY,13501,SPECIAL,USA,43.081490457,-75.266601706,http://www.mvheart.org/,129,201,0.23106381096907300,0,137.1.140.127,168,100.8,1.3914849950537000,Yes
SWEDISH MEDICAL CENTER - ISSAQUAH CAMPUS,2005 NW SAMMAMISH ROAD,ISSAQUAH,WA,98027,GENERAL ACUTE CARE,USA,47.551453226,-122.065443799,http://www.swedish.org/,41,144,0.11338629500791800,1,0.44.14.121,102,61.200000000000000,1.3448515481191100,Yes
CASCADE BEHAVIORAL HOSPITAL,12844 MILITARY ROAD S,TUKWILA,WA,98168,PSYCHIATRIC,USA,47.4877049,-122.295978575,http://www.cascadebh.com/,140,135,0.04408035013752380,0,17.54.218.25,56,33.600000000000000,8.392575889354480,Yes
K HOVNANIAN CHILDRENS HOSPITAL,1945 STATE ROUTE 33,NEPTUNE,NJ,7753,CHILDREN,USA,40.208187939,-74.039628383,http://www.khovnanianchildrenshospital.com/khch/,92,618,0.43962588340899400,0,13.131.100.28,36,21.6,10.0,Yes
CHILDRENS HOSPITAL OF NEW JERSEY - NEWARK,201 LYONS AVENUE,NEWARK,NJ,7112,CHILDREN,USA,40.709470278,-74.211927641,http://www.barnabashealth.org/hospitals/childrens_hospital/,61,667,0.4898002098654310,1,164.91.66.214,156,93.6,3.06696298388662,Yes
AMERICAN FORK HOSPITAL,170 NORTH 1100 EAST,AMERICAN FORK,UT,84003,GENERAL ACUTE CARE,USA,40.380291012,-111.766599199,http://www.intermountainhealthcare.org,71,89,0.8820937327978830,0,29.102.5.224,16,9.6,10.0,Yes
BEAR RIVER VALLEY HOSPITAL,905 NORTH 1000 WEST,TREMONTON,UT,84337,GENERAL ACUTE CARE,USA,41.724148708,-112.182576931,http://www.intermountainhealthcare.org/hospitals/bearriver,64,16,0.6590366099447820,1,22.132.205.48,183,109.8,0.871986644493494,No
BEAVER VALLEY HOSPITAL,1109 NORTH 100 WEST STREET,BEAVER,UT,84713,GENERAL ACUTE CARE,USA,38.2891494470001,-112.643858779,http://www.beaverutah.net,142,25,0.6900945757054120,0,164.39.8.244,10,6.0,10.0,Yes
BLUE MOUNTAIN HOSPITAL,802 SOUTH 200 WEST,BLANDING,UT,84511,CRITICAL ACCESS,USA,37.613066427,-109.482486143,NOT AVAILABLE,109,11,0.9831624735360630,0,47.177.248.46,52,31.2,1.107438403105970,Yes
BRIGHAM CITY COMMUNITY HOSPITAL,950 SOUTH MEDICAL DRIVE,BRIGHAM CITY,UT,84302,GENERAL ACUTE CARE,USA,41.4912271490001,-112.025755668,http://www.brighamcityhospital.com,129,49,0.5371827950609270,0,115.8.219.97,200,120.0,0.4880705641971300,No
CACHE VALLEY SPECIALTY HOSPITAL,2380 NORTH 400 EAST,NORTH LOGAN,UT,84341,GENERAL ACUTE CARE,USA,41.7755664680001,-111.82123039,http://cachevalleyhospital.com/,138,28,0.31706339366244800,0,83.184.72.143,119,71.4,0.5375068162907730,No
CASTLEVIEW HOSPITAL,300 NORTH HOSPITAL DRIVE,PRICE,UT,84501,GENERAL ACUTE CARE,USA,39.6051670470001,-110.832940089,http://www.castleviewhospital.net,107,39,0.8425788115449300,1,75.62.215.138,118,70.8,1.3375371315217700,Yes
CENTER FOR CHANGE,1790 NORTH STATE STREET,OREM,UT,84097,PSYCHIATRIC,USA,40.329934554,-111.708427644,NOT AVAILABLE,136,58,0.8989113875134800,0,170.144.20.105,18,10.8,10.0,Yes
DAVIS HOSPITAL AND MEDICAL CENTER,1600 WEST ANTELOPE DRIVE,LAYTON,UT,84041,GENERAL ACUTE CARE,USA,41.0910451550001,-111.995673069,http://www.davishospital.com,52,220,0.41290799675066000,1,134.96.207.170,168,100.8,1.2694106625224700,Yes
DIXIE REGIONAL MEDICAL CENTER - RIVER ROAD CAMPUS,1380 EAST MEDICAL CENTER DRIVE,SAINT GEORGE,UT,84790,GENERAL ACUTE CARE,USA,37.0977669390001,-113.553742817,http://www.intermountainhealthcare.org,47,284,0.4638039250714120,1,108.54.238.119,58,34.8,6.242867744012780,Yes
